,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
2446,403360,KR7403360001,라피치,KONEX,일반기업부,10000,3,0,0.0,10100,10100,10000,6,60100,29040000000,2904000,KNX
2447,001465,KR7001461003,BYC우,KOSPI,,134800,2,-1400,-1.03,136100,136100,134700,25,3373300,29033898000,215385,STK
2448,225430,KR7225430008,케이엠제약,KOSDAQ,벤처기업부,1040,2,-21,-1.98,1050,1050,1002,42588,43412485,29002532000,27887050,KSQ
2449,003680,KR7003680006,한성기업,KOSPI,,4655,2,-65,-1.38,4670,4700,4560,32588,150675820,28905292325,6209515,STK
2450,002870,KR7002870004,신풍,KOSPI,,824,2,-26,-3.06,847,847,815,124578,102667785,28805968800,34958700,STK
2451,451700,KR7451700009,엔에이치스팩29호,KOSDAQ,SPAC(소속부없음),1999,2,-1,-0.05,2005,2005,1991,17970,35839158,28685650000,14350000,KSQ
2452,008290,KR7008290009,원풍물산,KOSDAQ,중견기업부,700,2,-20,-2.78,720,722,697,149950,106107490,28485575300,40693679,KSQ
2453,060480,KR7060480001,국일신동,KOSDAQ,중견기업부,2565,2,-95,-3.57,2645,2670,2520,141956,367269910,28445850000,11090000,KSQ
2454,020400,KR7020400008,대동금속,KOSDAQ,중견기업부,8860,2,-70,-0.78,8900,9080,8320,44331,391820010,28256010760,3189166,KSQ
2455,006380,KR7006380000,카프로,KOSPI,,702,2,-21,-2.9,718,718,681,263990,184069423,28080000000,40000000,STK
2456,019685,KR7019681006,대교우B,KOSPI,,1445,2,-12,-0.82,1455,1462,1428,16500,23730365,28072000550,19426990,STK
2457,054410,KR7054410006,케이피티유,KOSDAQ,벤처기업부,4895,2,-90,-1.81,4985,4985,4870,14337,70437080,28030943380,5726444,KSQ
2458,086220,KR7086220001,비엘헬스케어,KONEX,일반기업부,2645,4,345,15.0,2300,2645,2300,6409,16258225,27967872925,10573865,KNX
2459,169670,KR7169670007,코스텍시스템,KONEX,일반기업부,9730,2,-70,-0.71,9270,9940,9270,1699,16234050,27909541730,2868401,KNX
2460,025890,KR7025890005,한국주강,KOSPI,,2460,2,-160,-6.11,2595,2595,2460,48519,122060015,27820777140,11309259,STK
2461,900280,KYG1990V1041,골든센츄리,KOSDAQ,외국기업(소속부없음),135,2,-4,-2.88,138,139,132,1841266,247652038,27729578880,205404288,KSQ
2462,148140,KR7148140007,비디아이,KOSDAQ,관리종목(소속부없음),640,0,0,0.0,0,0,0,0,0,27653546880,43208667,KSQ
2463,027040,KR7027040005,서울전자통신,KOSDAQ,중견기업부,395,2,-4,-1.0,399,399,391,82455,32547120,27487594565,69588847,KSQ
2464,361670,KR7361670003,삼영에스앤씨,KOSDAQ,기술성장기업부,4820,2,-10,-0.21,4830,4830,4530,31291,144827530,27318111560,5667658,KSQ
2465,446440,KR7446440000,에피바이오텍,KONEX,일반기업부,11870,2,-70,-0.59,10210,11870,10210,2,22080,27271372480,2297504,KNX
2466,219750,KR7219750007,지티지웰니스,KOSDAQ,관리종목(소속부없음),2850,0,0,0.0,0,0,0,0,0,27234072750,9555815,KSQ
2467,311060,KR7311060008,엘에이티,KONEX,일반기업부,8520,2,-1380,-13.94,8420,11190,8420,1031,8835830,27207785040,3193402,KNX
2468,00499K,KR700499K014,롯데지주우,KOSPI,,33750,2,-550,-1.6,34200,34250,33200,1413,47548150,27189101250,805603,STK
2469,115530,KR7115530008,씨엔플러스,KOSDAQ,중견기업부,400,2,-5,-1.23,398,403,384,209229,81707983,27185200000,67963000,KSQ
2470,043200,KR7043200005,파루,KOSDAQ,벤처기업부,650,2,-15,-2.26,662,663,647,91773,59998944,27172804750,41804315,KSQ
2471,076340,KR7076340009,관악산업,KONEX,일반기업부,5530,3,0,0.0,5530,5530,5530,4,22120,26939173800,4871460,KNX
2472,148780,KR7148780000,비플라이소프트,KOSDAQ,기술성장기업부,855,2,-33,-3.72,888,888,855,80155,69454942,26886094875,31445725,KSQ
2473,002880,KR7002880003,대유에이텍,KOSPI,,231,1,8,3.59,220,258,215,10749117,2530533726,26840006655,116190505,STK
2474,138360,KR7138360003,협진,KOSDAQ,중견기업부,772,2,-18,-2.28,785,785,765,71025,54870289,26720451648,34611984,KSQ
2475,083640,KR7083640003,인콘,KOSDAQ,벤처기업부,460,2,-18,-3.77,467,476,456,443665,205535314,26696243520,58035312,KSQ
2476,065770,KR7065770000,CS,KOSDAQ,벤처기업부,1375,2,-6,-0.43,1361,1394,1329,71817,98428027,26690303750,19411130,KSQ
2477,115570,KR7115570004,스타플렉스,KOSDAQ,중견기업부,3310,2,-105,-3.07,3335,3335,3260,15288,50228785,26428721480,7984508,KSQ
2478,331920,KR7331920009,셀레믹스,KOSDAQ,기술성장기업부,3225,2,-600,-15.69,3745,3745,3220,318364,1096602665,26329377300,8164148,KSQ
2479,33626L,KR733626K021,두산퓨얼셀2우B,KOSPI,,8750,2,-30,-0.34,8810,8810,8350,1960,16691850,26130125000,2986300,STK
2480,343090,KR7343090007,HLB사이언스,KONEX,일반기업부,1595,2,-26,-1.6,1599,1599,1541,4297,6765600,26032577175,16321365,KNX
2481,134060,KR7134060003,이퓨쳐,KOSDAQ,벤처기업부,5450,1,20,0.37,5380,5460,5350,10860,58751480,25992412500,4769250,KSQ
2482,299910,KR7299910000,베스파,KOSDAQ,투자주의환기종목(소속부없음),3165,0,0,0.0,0,0,0,0,0,25974889140,8206916,KSQ
2483,196700,KR7196700009,웹스,KOSDAQ,벤처기업부,1806,2,-44,-2.38,1827,1831,1765,94219,168302887,25941644064,14364144,KSQ
2484,275630,KR7275630002,에스에스알,KOSDAQ,벤처기업부,4300,2,-45,-1.04,4280,4305,4160,11941,50740525,25877352700,6017989,KSQ
2485,106240,KR7106240005,파인테크닉스,KOSDAQ,우량기업부,1625,2,-23,-1.4,1648,1663,1545,163193,260370607,25874967625,15923057,KSQ
2486,001770,KR7001770007,SHD,KOSPI,,21250,2,-150,-0.7,21050,21250,20700,3382,70510450,25816157500,1214878,STK
2487,079950,KR7079950002,인베니아,KOSDAQ,중견기업부,1109,2,-85,-7.12,1194,1200,1084,76143,87329958,25728800000,23200000,KSQ
2488,054220,KR7054220009,비츠로시스,KOSDAQ,벤처기업부,517,1,12,2.38,500,517,473,374806,182707006,25416029683,49160599,KSQ
2489,283100,KR7283100006,노보믹스,KONEX,일반기업부,3865,2,-20,-0.51,3860,3865,3860,206,795550,25373334635,6564899,KNX
2490,208860,KR7208860007,엔지스테크널러지,KOSDAQ,투자주의환기종목(소속부없음),2205,0,0,0.0,0,0,0,0,0,25233717915,11443863,KSQ
2491,161570,KR7161570007,THE MIDONG,KOSDAQ,중견기업부,1196,1,3,0.25,1217,1287,1182,118784,143116098,25231239384,21096354,KSQ
2492,207490,KR7207490004,에이펙스인텍,KONEX,일반기업부,7000,3,0,0.0,7000,7000,7000,21,147000,25200000000,3600000,KNX
2493,149010,KR7149010001,아이케이세미콘,KONEX,일반기업부,8070,1,70,0.88,7980,8070,7930,14,111400,25178400000,3120000,KNX
2494,010420,KR7010420008,한솔PNS,KOSPI,,1221,2,-22,-1.77,1230,1233,1212,31181,38062604,25021967652,20493012,STK
2495,005257,KR7005252002,녹십자홀딩스2우,KOSPI,,29500,2,-200,-0.67,28300,29500,28300,253,7215350,24956705000,845990,STK
2496,114120,KR7114120009,크루셜텍,KOSDAQ,관리종목(소속부없음),10850,0,0,0.0,0,0,0,0,0,24913021350,2296131,KSQ
2497,322970,KR7322970005,무진메디,KONEX,일반기업부,2485,1,30,1.22,2730,2730,2395,1120,2689570,24873811270,10009582,KNX
2498,224760,KR7224760009,엔에스컴퍼니,KONEX,일반기업부,6300,1,810,14.75,6300,6300,6300,1,6300,24820110000,3939700,KNX
2499,003495,KR7003491008,대한항공우,KOSPI,,22250,2,-400,-1.77,22800,23150,22200,1189,26587750,24715166500,1110794,STK
2500,088790,KR7088790001,진도,KOSPI,,1985,2,-15,-0.75,1980,1991,1936,22622,44435744,24708771840,12447744,STK
2501,123330,KR7123330003,제닉,KOSDAQ,벤처기업부,3495,2,-125,-3.45,3580,3580,3405,30187,104977145,24465000000,7000000,KSQ
2502,233250,KR7233250000,메디안디노스틱,KONEX,일반기업부,14000,3,0,0.0,14500,14500,14000,2,28500,24451476000,1746534,KNX
2503,379390,KR7379390008,이성씨엔아이,KONEX,일반기업부,8600,0,0,0.0,0,0,0,0,0,24436556000,2841460,KNX
2504,250930,KR7250930005,예선테크,KOSDAQ,벤처기업부,731,2,-29,-3.82,751,751,730,50113,37118042,24123321640,33000440,KSQ
2505,069330,KR7069330009,유아이디,KOSDAQ,벤처기업부,1698,2,-3,-0.18,1683,1698,1621,47094,78336978,24096472518,14191091,KSQ
2506,177350,KR7177350006,베셀,KOSDAQ,벤처기업부,1800,2,-280,-13.46,2030,2065,1765,558727,1032157936,24067654200,13370919,KSQ
2507,025620,KR7025620006,제이준코스메틱,KOSPI,,5360,2,-180,-3.25,5490,5490,5280,12752,68215890,24038774560,4484846,STK
2508,215380,KR7215380007,우정바이오,KOSDAQ,벤처기업부,1855,2,-22,-1.17,1858,1888,1750,124073,224557202,24036182905,12957511,KSQ
2509,212310,KR7212310007,휴벡셀,KONEX,일반기업부,3485,2,-10,-0.29,3700,3700,3145,854,2913305,23828237935,6837371,KNX
2510,011080,KR7011080009,형지I&C,KOSDAQ,중견기업부,934,2,-9,-0.95,929,943,910,102923,95066436,23820141042,25503363,KSQ
2511,058450,KR7058450008,엔터파트너즈,KOSDAQ,중견기업부,454,2,-24,-5.02,476,476,441,129616,59503895,23677346684,52152746,KSQ
2512,223310,KR7223310004,커머스마이너,KOSDAQ,중견기업부,1505,2,-15,-0.99,1520,1525,1500,60990,92160790,23674208355,15730371,KSQ
2513,086460,KR7086460003,큐러블,KONEX,일반기업부,8050,1,1030,14.67,8050,8050,8050,1,8050,23662170000,2939400,KNX
2514,004365,KR7004361002,세방우,KOSPI,,6400,2,-50,-0.78,6440,6440,6380,5385,34463450,23611200000,3689250,STK
2515,149300,KR7149300006,아퓨어스,KONEX,일반기업부,540,2,-27,-4.76,648,648,510,76214,39730071,23482576080,43486252,KNX
2516,043360,KR7043360007,디지아이,KOSDAQ,벤처기업부,2600,2,-75,-2.8,2565,2630,2535,28110,72564285,23400000000,9000000,KSQ
2517,296520,KR7296520000,가이아코퍼레이션,KONEX,일반기업부,5000,3,0,0.0,4855,5000,4855,301,1461500,23335040000,4667008,KNX
2518,335870,KR7335870002,윙스풋,KOSDAQ,중견기업부,1394,2,-28,-1.97,1401,1401,1294,97234,130505973,23253902268,16681422,KSQ
2519,070590,KR7070590005,한솔인티큐브,KOSDAQ,중견기업부,1671,2,-9,-0.54,1663,1680,1634,27211,45172095,23192679591,13879521,KSQ
2520,073540,KR7073540007,에프알텍,KOSDAQ,벤처기업부,2020,2,-65,-3.12,2060,2065,2000,36806,74838585,23028000000,11400000,KSQ
2521,026910,KR7026910000,광진실업,KOSDAQ,중견기업부,3590,2,-125,-3.36,3675,3675,3590,17195,62249925,22995403950,6405405,KSQ
2522,223220,KR7223220005,로지스몬,KONEX,일반기업부,498,1,1,0.2,423,498,423,301,127398,22933485648,46051176,KNX
2523,367360,KR7367360005,DB금융스팩9호,KOSDAQ,SPAC(소속부없음),4705,2,-265,-5.33,4970,5020,4640,128225,610147255,22772200000,4840000,KSQ
2524,214310,KR7214310005,에스엘에너지,KOSDAQ,투자주의환기종목(소속부없음),306,0,0,0.0,0,0,0,0,0,22516276518,73582603,KSQ
2525,456700,KR7456700004,길교이앤씨,KONEX,일반기업부,25000,0,0,0.0,0,0,0,0,0,22500000000,900000,KNX
2526,900120,KYG2114A1094,씨케이에이치,KOSDAQ,외국기업(소속부없음),113,2,-6,-5.04,118,128,111,9577657,1116694165,22342020887,197716999,KSQ
2527,065420,KR7065420002,에스아이리소스,KOSDAQ,중견기업부,312,2,-26,-7.69,332,358,310,3250318,1077255199,22332117288,71577299,KSQ
2528,199150,KR7199150004,데이터스트림즈,KONEX,일반기업부,5200,1,10,0.19,5200,5200,5200,1,5200,22196787600,4268613,KNX
