,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
641,001045,KR7001041003,CJ우,KOSPI,,51100,2,-400,-0.78,51300,51400,50500,997,50823600,115271373000,2260223,STK
642,264900,KR7264900002,크라운제과,KOSPI,,9170,1,590,6.88,8610,10840,8610,4185431,41860170670,115094181500,12523850,STK
643,003480,KR7003480001,한진중공업홀딩스,KOSPI,,3885,1,20,0.52,3870,3905,3840,13134,50812810,114723319620,29529812,STK
644,011300,KR7011300001,성안,KOSPI,,1875,2,-60,-3.1,1894,1962,1813,624956,1181062125,114430079039,61094543,STK
645,034590,KR7034590000,인천도시가스,KOSPI,,26150,1,200,0.77,26000,26700,26000,14867,393126500,114399817100,4374754,STK
646,001750,KR7001750009,한양증권,KOSPI,,8900,3,0,0.0,8800,8920,8800,8152,72243010,113538523280,12728534,STK
647,000520,KR7000520007,삼일제약,KOSPI,,7530,1,100,1.35,7510,7550,7300,65535,486855470,112873372640,15009757,STK
648,000300,KR7000300004,대유플러스,KOSPI,,929,2,-18,-1.9,939,946,906,864160,796691000,112649858594,120998774,STK
649,024890,KR7024890006,대원화성,KOSPI,,2730,1,20,0.74,2715,2810,2620,573654,1554722290,112197693440,41249152,STK
650,002450,KR7002450005,삼익악기,KOSPI,,1234,1,11,0.9,1219,1240,1219,130849,160778409,111805680025,90530915,STK
651,123690,KR7123690000,한국화장품,KOSPI,,6960,2,-40,-0.57,7000,7030,6900,14662,101920560,111672600000,16068000,STK
652,011230,KR7011230000,삼화전자,KOSPI,,9220,2,-480,-4.95,10020,11330,8870,15275713,156923618040,111586894000,12102700,STK
653,008870,KR7008870008,금비,KOSPI,,111500,2,-2300,-2.02,115000,118100,111100,11712,1344280100,111200000000,1000000,STK
654,035000,KR7035000009,지투알,KOSPI,,6710,3,0,0.0,6710,6710,6660,23908,160003300,110504618030,16567409,STK
655,000500,KR7000500009,가온전선,KOSPI,,17420,1,920,5.58,16500,19870,16470,1259312,22950662420,110263776840,6358926,STK
656,001560,KR7001560002,제일연마,KOSPI,,10980,3,0,0.0,10880,11150,10880,1733,19033390,109800000000,10000000,STK
657,058860,KR7058860008,KTis,KOSPI,,3140,2,-100,-3.09,3240,3260,3135,267926,846641830,109626300000,34802000,STK
658,009200,KR7009200007,무림페이퍼,KOSPI,,2605,2,-45,-1.7,2640,2690,2555,166542,434829725,109224438750,41609310,STK
659,002140,KR7002140002,고려산업,KOSPI,,4365,2,-235,-5.11,5280,5280,4340,10625185,51543865680,109109984375,24939425,STK
660,350520,KR7350520003,이지스레지던스리츠,KOSPI,,3835,2,-5,-0.13,3840,3840,3815,6602,25311255,108755296195,28358617,STK
661,003350,KR7003350006,한국화장품제조,KOSPI,,23600,2,-250,-1.05,23850,23850,23400,9641,227199150,106955200000,4532000,STK
662,004140,KR7004140000,동방,KOSPI,,2230,1,15,0.68,2200,2245,2200,61765,137330135,106737179350,47971766,STK
663,002760,KR7002760007,보락,KOSPI,,1771,2,-64,-3.49,1916,1956,1765,7267994,13599231074,106082900000,59900000,STK
664,006370,KR7006370001,대구백화점,KOSPI,,9540,1,60,0.63,9620,9750,9540,6705,65220550,104536762260,10821611,STK
665,013520,KR7013520002,화승코퍼레이션,KOSPI,,2085,1,20,0.97,2080,2140,2070,41847,87411965,104356860420,50051252,STK
666,004060,KR7004060000,SG세계물산,KOSPI,,512,2,-3,-0.58,518,518,510,161404,82598666,103641579520,202424960,STK
667,227840,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,11330,1,50,0.44,11300,11420,11250,23273,263591700,103567513680,9100836,STK
668,000220,KR7000220004,유유제약,KOSPI,,6040,1,60,1.0,5960,6050,5940,30353,181791640,103394106000,17232351,STK
669,446070,KR7446070005,유니드비티플러스,KOSPI,,9660,2,-270,-2.72,9930,9980,9630,52810,515937100,102504336900,10611215,STK
670,004540,KR7004540001,깨끗한나라,KOSPI,,2730,1,5,0.18,2715,2745,2710,14406,39265900,101667091890,37240693,STK
671,380440,KR7380440008,엔에이치스팩19호,KOSPI,,9890,1,10,0.1,9930,9930,9880,19208,190190180,101349040000,10258000,STK
672,004720,KR7004720009,팜젠사이언스,KOSPI,,6430,2,-110,-1.68,6480,6550,6350,85328,545456960,101260975320,15846788,STK
673,002460,KR7002460004,화성산업,KOSPI,,9930,2,-20,-0.2,9900,10040,9870,16230,161308250,101195500000,10150000,STK
674,214420,KR7214420002,토니모리,KOSPI,,4200,3,0,0.0,4250,4285,4150,22745,95111800,101030155800,24054799,STK
675,013870,KR7013870001,지엠비코리아,KOSPI,,5300,1,10,0.19,5370,5370,5180,36494,191904490,100892361200,19072280,STK
676,031820,KR7031820004,콤텍시스템,KOSPI,,833,1,3,0.36,833,853,822,3128768,2622370685,100835871178,121051466,STK
677,005800,KR7005800008,신영와코루,KOSPI,,11200,2,-70,-0.62,11240,11240,11130,1445,16132290,100800000000,9000000,STK
678,012690,KR7012690004,모나리자,KOSPI,,2755,3,0,0.0,2750,2765,2745,32902,90603590,100753807525,36571255,STK
679,092440,KR7092440007,기신정기,KOSPI,,3445,2,-15,-0.43,3465,3470,3425,19721,67950825,100594000000,29200000,STK
680,023810,KR7023810005,인팩,KOSPI,,10040,3,0,0.0,10050,10100,9860,29816,297975250,100400000000,10000000,STK
681,396690,KR7396690000,미래에셋글로벌리츠,KOSPI,,3505,3,0,0.0,3500,3510,3445,74236,257453720,100257000000,29060000,STK
682,016740,KR7016740003,두올,KOSPI,,3000,1,25,0.84,2960,3000,2925,51839,153866095,99200040000,33066680,STK
683,016090,KR7016090003,대현,KOSPI,,2215,3,0,0.0,2215,2220,2205,67443,149163540,98085316650,44282310,STK
684,007110,KR7007110000,일신석재,KOSPI,,1255,1,15,1.21,1261,1312,1255,319534,407447819,97982611650,77456610,STK
685,006660,KR7006660005,삼성공조,KOSPI,,12020,2,-40,-0.33,12060,12200,11760,14642,175293420,97597031140,8126314,STK
686,014790,KR7014790000,HL D&I,KOSPI,,2570,3,0,0.0,2545,2575,2535,23427,59709660,97296604570,37858601,STK
687,009810,KR7009810003,플레이그램,KOSPI,,766,2,-25,-3.16,790,792,763,571787,442787473,97090643242,126750187,STK
688,002720,KR7002720001,국제약품,KOSPI,,4585,2,-5,-0.11,4595,4660,4540,102292,470152880,96806231400,21159832,STK
689,006880,KR7006880009,신송홀딩스,KOSPI,,8180,2,-470,-5.43,8760,8900,8080,886576,7450325420,96760058440,11828858,STK
690,145210,KR7145210001,다이나믹디자인,KOSPI,,5580,2,-370,-6.22,5970,6010,5340,1140500,6325402210,95706122400,17090379,STK
691,005740,KR7005740006,크라운해태홀딩스,KOSPI,,6440,1,150,2.38,6390,7200,6380,1099693,7495358440,95616914680,14847347,STK
692,014710,KR7014710008,사조씨푸드,KOSPI,,5500,2,-10,-0.18,5490,5580,5440,110287,606192950,94874171930,17218543,STK
693,010600,KR7010600005,웰바이오텍,KOSPI,,1368,2,-2,-0.15,1380,1485,1345,422884,585962480,94732637472,69249004,STK
694,005870,KR7005870001,휴니드,KOSPI,,6680,2,-170,-2.48,6850,6850,6580,64396,430449000,94294980200,14116015,STK
695,004910,KR7004910006,조광페인트,KOSPI,,7310,2,-70,-0.95,7380,7450,7210,19839,144462190,94080000000,12800000,STK
696,075180,KR7075180000,새론오토모티브,KOSPI,,4825,1,15,0.31,4820,4895,4755,20246,97179495,92640000000,19200000,STK
697,001260,KR7001260009,남광토건,KOSPI,,9330,2,-120,-1.27,9450,9490,9280,10785,100799510,92229525360,9832572,STK
698,017180,KR7017180001,명문제약,KOSPI,,2675,1,35,1.33,2655,2705,2635,63867,170751735,90825489450,33953454,STK
699,003780,KR7003780004,진양산업,KOSPI,,6960,2,-20,-0.29,6870,7010,6710,68812,472281600,90480000000,13000000,STK
700,004960,KR7004960001,한신공영,KOSPI,,7830,1,10,0.13,7820,7850,7750,10197,79540790,90367182620,11570702,STK
701,010960,KR7010960003,삼호개발,KOSPI,,3605,1,10,0.28,3595,3610,3575,8559,30742840,90125000000,25000000,STK
702,078000,KR7078000007,텔코웨어,KOSPI,,9280,2,-10,-0.11,9330,9330,9230,2449,22677160,90041111680,9702706,STK
703,006340,KR7006340004,대원전선,KOSPI,,1249,1,3,0.24,1268,1292,1222,1062501,1333082110,89811738432,71964534,STK
704,009835,KR7009831009,한화솔루션우,KOSPI,,34900,2,-400,-1.13,35000,35200,34650,25292,880123550,89622145200,2575349,STK
705,015260,KR7015260003,에이엔피,KOSPI,,2210,2,-130,-5.56,2335,2400,2195,545717,1226404975,89617889970,40643034,STK
706,008110,KR7008110009,대동전자,KOSPI,,8550,1,200,2.4,8260,8550,8230,14250,119981740,89378608440,10490447,STK
707,002360,KR7002360006,SH에너지화학,KOSPI,,804,1,3,0.37,822,854,801,5849092,4830070797,89351518920,111133730,STK
708,002220,KR7002220002,한일철강,KOSPI,,3280,2,-50,-1.5,3315,3335,3150,61987,203758650,88902541800,26697460,STK
709,004840,KR7004840005,DRB동일,KOSPI,,4505,2,-45,-0.99,4530,4575,4350,26967,120726330,88887800000,19930000,STK
710,163560,KR7163560006,동일고무벨트,KOSPI,,6390,1,40,0.63,6470,6470,6310,7508,47827370,88821000000,13900000,STK
711,357430,KR7357430008,마스턴프리미어리츠,KOSPI,,3320,1,20,0.61,3305,3330,3285,20593,68153335,88112700000,26580000,STK
712,007590,KR7007590003,동방아그로,KOSPI,,6390,1,10,0.16,6390,6420,6330,8161,52084560,87016317030,13617577,STK
713,023960,KR7023960008,에쓰씨엔지니어링,KOSPI,,2770,3,0,0.0,2800,2910,2660,547606,1519861555,86873206900,31249355,STK
714,001620,KR7001620004,케이비아이동국실업,KOSPI,,867,2,-12,-1.37,870,877,860,135928,117806148,86836431856,100273016,STK
715,058730,KR7058730003,다스코,KOSPI,,4455,1,25,0.56,4430,4510,4330,157620,694585290,86316387450,19396941,STK
716,027740,KR7027740000,마니커,KOSPI,,1352,2,-10,-0.73,1365,1390,1350,212954,289913961,85867180256,63511228,STK
717,03473K,KR703473K016,SK우,KOSPI,,149000,1,200,0.13,149100,149900,148800,445,66353600,84354115000,566135,STK
718,000890,KR7000890004,보해양조,KOSPI,,603,2,-4,-0.66,607,610,600,310534,187200471,84306798174,139120129,STK
